"","regions","cluster"
"20526","chr21-43733596-43734615","mid"
"20527","chr21-43767658-43769023","mid"
"20528","chr21-44369860-44370742","mid"
"20529","chr21-44869884-44870143","mid"
"20530","chr21-44927261-44928412","mid"
"20531","chr21-44984263-44985502","mid"
"20532","chr21-45000717-45001361","mid"
"20533","chr21-45011901-45013976","mid"
"20534","chr21-45018573-45019548","mid"
"20535","chr21-45227904-45228699","mid"
"20536","chr21-45306653-45307522","mid"
"20537","chr21-45322227-45324059","mid"
"20538","chr21-45363684-45364999","mid"
"20539","chr21-45470668-45471704","mid"
"20540","chr21-45949874-45950997","mid"
"20541","chr21-45975057-45975297","mid"
"20542","chr21-46060458-46061024","mid"
"20543","chr21-46064930-46065149","mid"
"20544","chr21-46065263-46065462","mid"
"20545","chr21-46097358-46098933","mid"
"20546","chr21-46269296-46269836","mid"
"20547","chr22-17264119-17265221","mid"
"20548","chr22-17781092-17782162","mid"
"20549","chr22-17846491-17846926","mid"
"20550","chr22-17910334-17911287","mid"
"20551","chr22-17920094-17920634","mid"
"20552","chr22-17965990-17966647","mid"
"20553","chr22-18005034-18005753","mid"
"20554","chr22-18012324-18012860","mid"
"20555","chr22-18023280-18024967","mid"
"20556","chr22-18031523-18032049","mid"
"20557","chr22-18032219-18032823","mid"
"20558","chr22-18038511-18038782","mid"
"20559","chr22-18055943-18057937","mid"
"20560","chr22-18060773-18061666","mid"
"20561","chr22-20437461-20438308","mid"
"20562","chr22-20509172-20509706","mid"
"20563","chr22-20549231-20549976","mid"
"20564","chr22-21816532-21817521","mid"
"20565","chr22-21837004-21837794","mid"
"20566","chr22-21942358-21943215","mid"
"20567","chr22-23054169-23055170","mid"
"20568","chr22-24401863-24403161","mid"
"20569","chr22-24516229-24516696","mid"
"20570","chr22-24588006-24588892","mid"
"20571","chr22-24726858-24727742","mid"
"20572","chr22-24807312-24807569","mid"
"20573","chr22-24894061-24895374","mid"
"20574","chr22-24967959-24968546","mid"
"20575","chr22-25007533-25008252","mid"
"20576","chr22-25110636-25112056","mid"
"20577","chr22-25112906-25113772","mid"
"20578","chr22-25402948-25403303","mid"
"20579","chr22-25475077-25476159","mid"
"20580","chr22-25487916-25488932","mid"
"20581","chr22-27726197-27727520","mid"
"20582","chr22-28340934-28341361","mid"
"20583","chr22-28396124-28396478","mid"
"20584","chr22-28711919-28712796","mid"
"20585","chr22-29310376-29311402","mid"
"20586","chr22-29344052-29344679","mid"
"20587","chr22-29636566-29637162","mid"
"20588","chr22-29733187-29734085","mid"
"20589","chr22-30001175-30001921","mid"
"20590","chr22-30002778-30003170","mid"
"20591","chr22-30043916-30044798","mid"
"20592","chr22-30079635-30080656","mid"
"20593","chr22-30184892-30185452","mid"
"20594","chr22-30187794-30188329","mid"
"20595","chr22-30204750-30205028","mid"
"20596","chr22-30217699-30218062","mid"
"20597","chr22-30235415-30236205","mid"
"20598","chr22-30246980-30247465","mid"
"20599","chr22-30250585-30251133","mid"
"20600","chr22-30255830-30256389","mid"
"20601","chr22-30257350-30258286","mid"
"20602","chr22-30310292-30310783","mid"
"20603","chr22-30314935-30315223","mid"
"20604","chr22-30609149-30609645","mid"
"20605","chr22-31055397-31055983","mid"
"20606","chr22-31122154-31123456","mid"
"20607","chr22-31177371-31177662","mid"
"20608","chr22-31336985-31337557","mid"
"20609","chr22-31646195-31646997","mid"
"20610","chr22-31650160-31650712","mid"
"20611","chr22-31652081-31652481","mid"
"20612","chr22-32050368-32051337","mid"
"20613","chr22-32539431-32540358","mid"
"20614","chr22-32643957-32645048","mid"
"20615","chr22-33334230-33335182","mid"
"20616","chr22-33968747-33969398","mid"
"20617","chr22-35301471-35301782","mid"
"20618","chr22-35376656-35377382","mid"
"20619","chr22-35477858-35478336","mid"
"20620","chr22-35568985-35569591","mid"
"20621","chr22-35629742-35630276","mid"
"20622","chr22-36116791-36117557","mid"
"20623","chr22-36252576-36254011","mid"
"20624","chr22-36323234-36323696","mid"
"20625","chr22-36328632-36329125","mid"
"20626","chr22-36329288-36329758","mid"
"20627","chr22-36351979-36353243","mid"
"20628","chr22-36366306-36366532","mid"
"20629","chr22-36368506-36369057","mid"
"20630","chr22-36370961-36371500","mid"
"20631","chr22-36383179-36383518","mid"
"20632","chr22-36384714-36385327","mid"
"20633","chr22-36546036-36546521","mid"
"20634","chr22-37425764-37426681","mid"
"20635","chr22-37545577-37547271","mid"
"20636","chr22-37557519-37557811","mid"
"20637","chr22-37563218-37563561","mid"
"20638","chr22-37581510-37581869","mid"
"20639","chr22-37601197-37602252","mid"
"20640","chr22-37625859-37626532","mid"
"20641","chr22-37752164-37753041","mid"
"20642","chr22-37776675-37777568","mid"
"20643","chr22-37801911-37802846","mid"
"20644","chr22-38176019-38176675","mid"
"20645","chr22-38177879-38178337","mid"
"20646","chr22-38180024-38180338","mid"
"20647","chr22-38223232-38224064","mid"
"20648","chr22-38278612-38279115","mid"
"20649","chr22-38422388-38424529","mid"
"20650","chr22-38454431-38455008","mid"
"20651","chr22-38455164-38456257","mid"
"20652","chr22-38461133-38461870","mid"
"20653","chr22-38606288-38606779","mid"
"20654","chr22-38761186-38761466","mid"
"20655","chr22-38802326-38803193","mid"
"20656","chr22-38862244-38862874","mid"
"20657","chr22-38934738-38935439","mid"
"20658","chr22-38949759-38950329","mid"
"20659","chr22-38963296-38964346","mid"
"20660","chr22-39205205-39206128","mid"
"20661","chr22-39213825-39215191","mid"
"20662","chr22-39239513-39239911","mid"
"20663","chr22-39254809-39255532","mid"
"20664","chr22-39290328-39291254","mid"
"20665","chr22-39292005-39292982","mid"
"20666","chr22-39297284-39298397","mid"
"20667","chr22-39308650-39309166","mid"
"20668","chr22-39360511-39361513","mid"
"20669","chr22-39985136-39986044","mid"
"20670","chr22-39997797-39998302","mid"
"20671","chr22-40498309-40498876","mid"
"20672","chr22-40594770-40595347","mid"
"20673","chr22-40682815-40683460","mid"
"20674","chr22-41001647-41002145","mid"
"20675","chr22-41028726-41029197","mid"
"20676","chr22-41858934-41860044","mid"
"20677","chr22-41902357-41903647","mid"
"20678","chr22-42188249-42189292","mid"
"20679","chr22-42316814-42318749","mid"
"20680","chr22-42354118-42354409","mid"
"20681","chr22-42357090-42358163","mid"
"20682","chr22-42374637-42375428","mid"
"20683","chr22-42418668-42419910","mid"
"20684","chr22-42645114-42647047","mid"
"20685","chr22-42657393-42657951","mid"
"20686","chr22-42711343-42712524","mid"
"20687","chr22-42769416-42770347","mid"
"20688","chr22-42930796-42931788","mid"
"20689","chr22-42933412-42934124","mid"
"20690","chr22-42937201-42937862","mid"
"20691","chr22-42940052-42940654","mid"
"20692","chr22-42946940-42948077","mid"
"20693","chr22-42969950-42970354","mid"
"20694","chr22-43103578-43104648","mid"
"20695","chr22-43789140-43789998","mid"
"20696","chr22-43822606-43824221","mid"
"20697","chr22-45605017-45606172","mid"
"20698","chr22-45612248-45613007","mid"
"20699","chr22-45627514-45628162","mid"
"20700","chr22-45784408-45785257","mid"
"20701","chr22-45911620-45912452","mid"
"20702","chr22-45918525-45919857","mid"
"20703","chr22-46420916-46421870","mid"
"20704","chr22-46627282-46627985","mid"
"20705","chr22-46773648-46775210","mid"
"20706","chr22-46934759-46935211","mid"
"20707","chr22-48605837-48606270","mid"
"20708","chr22-49848092-49848829","mid"
"20709","chr22-49930750-49931369","mid"
"20710","chr22-49934089-49935536","mid"
"20711","chr22-49948794-49949576","mid"
"20712","chr22-49952853-49953856","mid"
"20713","chr22-50301463-50302372","mid"
"20714","chr22-50303732-50304856","mid"
"20715","chr22-50544030-50545057","mid"
"20716","chr22-50547160-50547652","mid"
"20717","chr22-50674416-50675615","mid"
"20718","chr22-50756351-50757391","mid"
"20719","chrX-3697150-3698289","mid"
"20720","chrX-6225634-6227303","mid"
"20721","chrX-6968222-6968674","mid"
"20722","chrX-7441317-7441914","mid"
"20723","chrX-9643864-9644778","mid"
"20724","chrX-9764967-9766153","mid"
"20725","chrX-9846728-9847408","mid"
"20726","chrX-9855568-9855899","mid"
"20727","chrX-10041110-10042312","mid"
"20728","chrX-10166040-10167253","mid"
"20729","chrX-10579014-10579991","mid"
"20730","chrX-10921998-10922550","mid"
"20731","chrX-13599190-13600122","mid"
"20732","chrX-13827251-13828103","mid"
"20733","chrX-15607000-15607248","mid"
"20734","chrX-16828016-16828644","mid"
"20735","chrX-17552880-17553837","mid"
"20736","chrX-17803379-17803971","mid"
"20737","chrX-17814318-17814882","mid"
"20738","chrX-19487439-19488114","mid"
"20739","chrX-19760857-19761334","mid"
"20740","chrX-20056660-20057074","mid"
"20741","chrX-23796588-23798073","mid"
"20742","chrX-23803244-23804379","mid"
"20743","chrX-23806377-23807969","mid"
"20744","chrX-23901037-23901467","mid"
"20745","chrX-30620970-30621512","mid"
"20746","chrX-30875963-30876696","mid"
"20747","chrX-37317604-37318132","mid"
"20748","chrX-39907939-39909199","mid"
"20749","chrX-40140420-40141525","mid"
"20750","chrX-40473978-40474820","mid"
"20751","chrX-40690080-40690815","mid"
"20752","chrX-40773769-40774266","mid"
"20753","chrX-40845260-40845934","mid"
"20754","chrX-41009817-41010862","mid"
"20755","chrX-41560871-41561407","mid"
"20756","chrX-41823208-41823714","mid"
"20757","chrX-43551466-43552594","mid"
"20758","chrX-46325019-46325870","mid"
"20759","chrX-46444002-46444516","mid"
"20760","chrX-46791690-46793088","mid"
"20761","chrX-47581823-47582564","mid"
"20762","chrX-47861893-47863555","mid"
"20763","chrX-48591190-48591752","mid"
"20764","chrX-48967124-48967503","mid"
"20765","chrX-57286107-57287374","mid"
"20766","chrX-65596185-65596587","mid"
"20767","chrX-65677724-65678298","mid"
"20768","chrX-67605279-67605566","mid"
"20769","chrX-67619153-67619587","mid"
"20770","chrX-68929219-68930034","mid"
"20771","chrX-69555876-69556812","mid"
"20772","chrX-70477056-70477992","mid"
"20773","chrX-72018121-72019087","mid"
"20774","chrX-72120738-72121904","mid"
"20775","chrX-72123496-72124172","mid"
"20776","chrX-72125804-72126899","mid"
"20777","chrX-87517178-87518167","mid"
"20778","chrX-96752579-96753264","mid"
"20779","chrX-100731146-100732285","mid"
"20780","chrX-103355807-103357428","mid"
"20781","chrX-111095759-111096675","mid"
"20782","chrX-112662528-112663666","mid"
"20783","chrX-112832518-112833473","mid"
"20784","chrX-117972628-117973890","mid"
"20785","chrX-117991554-117992364","mid"
"20786","chrX-118215840-118216846","mid"
"20787","chrX-118225175-118226314","mid"
"20788","chrX-118420357-118421013","mid"
"20789","chrX-119040837-119041573","mid"
"20790","chrX-123835933-123836352","mid"
"20791","chrX-124063804-124064672","mid"
"20792","chrX-129665870-129666601","mid"
"20793","chrX-136146652-136147929","mid"
"20794","chrX-136147936-136148364","mid"
"20795","chrX-136204593-136204902","mid"
"20796","chrX-139194452-139195426","mid"
"20797","chrX-139202717-139203353","mid"
"20798","chrX-139203421-139205643","mid"
"20799","chrX-143472316-143472975","mid"
"20800","chrX-143633454-143636300","mid"
"20801","chrX-149522644-149523341","mid"
"20802","chrX-150348403-150348804","mid"
"20803","chrX-150362720-150363548","mid"
"20804","chrX-150363733-150364210","mid"
"20805","chrX-150365181-150366098","mid"
"20806","chrX-150465766-150466399","mid"
"20807","chrX-150925714-150926594","mid"
"20808","chrX-151825849-151826599","mid"
"20809","chrX-151902904-151903599","mid"
"20810","chrX-151970689-151970963","mid"
"20811","chrX-151973831-151975036","mid"
"20812","chrX-154347075-154347955","mid"
"20813","chrX-154459130-154459350","mid"
"20814","chrX-154727840-154728292","mid"
"20815","chrX-155052476-155053377","mid"
"20816","chrX-155064908-155065794","mid"
"20817","chrY-12641697-12642123","mid"
"20818","chrY-12643586-12644282","mid"
"20819","chr1-998773-999373","late"
"20820","chr1-1200727-1201753","late"
"20821","chr1-1829014-1829280","late"
"20822","chr1-1833408-1834436","late"
"20823","chr1-2088280-2088806","late"
"20824","chr1-2098334-2098610","late"
"20825","chr1-6157693-6157953","late"
"20826","chr1-6436888-6438319","late"
"20827","chr1-7109895-7110907","late"
"20828","chr1-7470737-7472427","late"
"20829","chr1-7478674-7479316","late"
"20830","chr1-7491005-7491930","late"
"20831","chr1-8020010-8020395","late"
"20832","chr1-8094316-8095253","late"
"20833","chr1-8097094-8097796","late"
"20834","chr1-8343022-8344029","late"
"20835","chr1-8412149-8412785","late"
"20836","chr1-8913405-8913935","late"
"20837","chr1-8941848-8942183","late"
"20838","chr1-9161955-9164283","late"
"20839","chr1-9195956-9197086","late"
"20840","chr1-9231583-9231858","late"
"20841","chr1-9441025-9442081","late"
"20842","chr1-9890138-9890785","late"
"20843","chr1-10528170-10528993","late"
"20844","chr1-10665867-10666297","late"
"20845","chr1-11990372-11991258","late"
"20846","chr1-12385734-12386586","late"
"20847","chr1-12480723-12481299","late"
"20848","chr1-12548772-12550388","late"
"20849","chr1-14282088-14283179","late"
"20850","chr1-14486448-14487168","late"
"20851","chr1-14731609-14732330","late"
"20852","chr1-14755053-14756138","late"
"20853","chr1-14765713-14766110","late"
"20854","chr1-14850125-14851034","late"
"20855","chr1-14929302-14931019","late"
"20856","chr1-14946944-14947237","late"
"20857","chr1-14976922-14978048","late"
"20858","chr1-15027528-15028509","late"
"20859","chr1-15137608-15138159","late"
"20860","chr1-15178647-15179483","late"
"20861","chr1-15181277-15181942","late"
"20862","chr1-15206224-15208184","late"
"20863","chr1-15272053-15272900","late"
"20864","chr1-15279639-15280167","late"
"20865","chr1-15678567-15678919","late"
"20866","chr1-16068360-16068815","late"
"20867","chr1-16164157-16164774","late"
"20868","chr1-16624907-16625206","late"
"20869","chr1-17545316-17545687","late"
"20870","chr1-18965500-18966091","late"
"20871","chr1-19033876-19034542","late"
"20872","chr1-19080866-19081875","late"
"20873","chr1-19476394-19478202","late"
"20874","chr1-19643165-19643429","late"
"20875","chr1-19764709-19766002","late"
"20876","chr1-21324057-21325572","late"
"20877","chr1-22070078-22070656","late"
"20878","chr1-22739214-22740177","late"
"20879","chr1-22750125-22750919","late"
"20880","chr1-22855832-22856437","late"
"20881","chr1-23013604-23014119","late"
"20882","chr1-23224985-23225434","late"
"20883","chr1-24201872-24202415","late"
"20884","chr1-24266292-24266942","late"
"20885","chr1-24487940-24488525","late"
"20886","chr1-24515348-24516035","late"
"20887","chr1-24719916-24720540","late"
"20888","chr1-24727259-24727969","late"
"20889","chr1-25548947-25550244","late"
"20890","chr1-25890093-25890884","late"
"20891","chr1-25892190-25892753","late"
"20892","chr1-26359832-26360627","late"
"20893","chr1-26582691-26583170","late"
"20894","chr1-26799289-26800565","late"
"20895","chr1-26805615-26806230","late"
"20896","chr1-26999346-26999842","late"
"20897","chr1-27542303-27543226","late"
"20898","chr1-27589336-27590359","late"
"20899","chr1-27873731-27874024","late"
"20900","chr1-27884235-27885563","late"
"20901","chr1-28128977-28129560","late"
"20902","chr1-28193473-28194288","late"
"20903","chr1-28417342-28417842","late"
"20904","chr1-28526531-28527295","late"
"20905","chr1-28591783-28593107","late"
"20906","chr1-28601340-28602077","late"
"20907","chr1-29122570-29125058","late"
"20908","chr1-30809599-30809836","late"
"20909","chr1-31939793-31940154","late"
"20910","chr1-32892726-32893930","late"
"20911","chr1-33383545-33384754","late"
"20912","chr1-33433566-33434034","late"
"20913","chr1-35264012-35264392","late"
"20914","chr1-36299710-36300436","late"
"20915","chr1-36350388-36351899","late"
"20916","chr1-37486612-37487693","late"
"20917","chr1-38082738-38083336","late"
"20918","chr1-39183521-39184338","late"
"20919","chr1-39185110-39185898","late"
"20920","chr1-40877467-40878254","late"
"20921","chr1-40884030-40884763","late"
"20922","chr1-40897369-40897864","late"
"20923","chr1-41015010-41016311","late"
"20924","chr1-42966856-42967527","late"
"20925","chr1-46173403-46173791","late"
"20926","chr1-46611762-46612100","late"
"20927","chr1-47871170-47872460","late"
"20928","chr1-47934123-47935015","late"
"20929","chr1-51329175-51331655","late"
"20930","chr1-51990030-51990926","late"
"20931","chr1-53061522-53062849","late"
"20932","chr1-53089403-53090198","late"
"20933","chr1-53541528-53542958","late"
"20934","chr1-54580989-54582232","late"
"20935","chr1-54593597-54594310","late"
"20936","chr1-56448786-56449294","late"
"20937","chr1-56456441-56457128","late"
"20938","chr1-56688410-56688977","late"
"20939","chr1-56788171-56789071","late"
"20940","chr1-56915762-56916341","late"
"20941","chr1-56925207-56925575","late"
"20942","chr1-57423437-57425098","late"
"20943","chr1-58618112-58618865","late"
"20944","chr1-58848577-58849439","late"
"20945","chr1-58855083-58855969","late"
"20946","chr1-58874498-58875336","late"
"20947","chr1-58883207-58884217","late"
"20948","chr1-59707036-59707568","late"
"20949","chr1-59737419-59737966","late"
"20950","chr1-61301654-61302568","late"
"20951","chr1-62121893-62122589","late"
"20952","chr1-62735668-62736159","late"
"20953","chr1-63634187-63634959","late"
"20954","chr1-63892644-63893439","late"
"20955","chr1-64922367-64922897","late"
"20956","chr1-65395823-65396436","late"
"20957","chr1-66281930-66282773","late"
"20958","chr1-66374413-66375049","late"
"20959","chr1-67307018-67308485","late"
"20960","chr1-67570363-67570821","late"
"20961","chr1-67632905-67633695","late"
"20962","chr1-67723566-67724038","late"
"20963","chr1-74652297-74653375","late"
"20964","chr1-77538698-77540071","late"
"20965","chr1-84272370-84272755","late"
"20966","chr1-84365451-84366322","late"
"20967","chr1-84913362-84914003","late"
"20968","chr1-85606949-85607709","late"
"20969","chr1-85611714-85612263","late"
"20970","chr1-85612519-85613330","late"
"20971","chr1-85617540-85617889","late"
"20972","chr1-86788189-86789120","late"
"20973","chr1-87224184-87224584","late"
"20974","chr1-87225828-87226784","late"
"20975","chr1-89197917-89199140","late"
"20976","chr1-89738991-89740249","late"
"20977","chr1-93680212-93682108","late"
"20978","chr1-93701548-93702085","late"
"20979","chr1-94753241-94754038","late"
"20980","chr1-94834635-94834973","late"
"20981","chr1-94953897-94955150","late"
"20982","chr1-95023676-95023987","late"
"20983","chr1-100847321-100847789","late"
"20984","chr1-108049108-108049825","late"
"20985","chr1-108816106-108817117","late"
"20986","chr1-109627819-109628890","late"
"20987","chr1-109901242-109902088","late"
"20988","chr1-110235310-110236114","late"
"20989","chr1-111541440-111542726","late"
"20990","chr1-112454389-112454588","late"
"20991","chr1-112501664-112502417","late"
"20992","chr1-112743660-112744577","late"
"20993","chr1-113152938-113153522","late"
"20994","chr1-115545216-115546500","late"
"20995","chr1-116489160-116489678","late"
"20996","chr1-116503932-116505031","late"
"20997","chr1-116508730-116509650","late"
"20998","chr1-116642307-116643865","late"
"20999","chr1-118158664-118159353","late"
"21000","chr1-119001090-119002328","late"
"21001","chr1-147756918-147757861","late"
"21002","chr1-151022279-151023405","late"
"21003","chr1-151195211-151195554","late"
"21004","chr1-151311041-151311938","late"
"21005","chr1-151712842-151713400","late"
"21006","chr1-153515517-153516236","late"
"21007","chr1-153540791-153541083","late"
"21008","chr1-153608057-153609563","late"
"21009","chr1-153652711-153653498","late"
"21010","chr1-153751060-153751445","late"
"21011","chr1-154431532-154431990","late"
"21012","chr1-155038560-155038853","late"
"21013","chr1-155648238-155648936","late"
"21014","chr1-155940152-155941687","late"
"21015","chr1-155979604-155980087","late"
"21016","chr1-156126135-156126622","late"
"21017","chr1-156126754-156127578","late"
"21018","chr1-156301308-156302243","late"
"21019","chr1-156502780-156503113","late"
"21020","chr1-156709763-156710164","late"
"21021","chr1-158122949-158123255","late"
"21022","chr1-159889589-159890319","late"
"21023","chr1-159932733-159933090","late"
"21024","chr1-160189671-160189932","late"
"21025","chr1-162023343-162024529","late"
"21026","chr1-162028721-162029110","late"
"21027","chr1-162349176-162350522","late"
"21028","chr1-164578434-164579104","late"
"21029","chr1-166925827-166926141","late"
"21030","chr1-166947155-166947944","late"
"21031","chr1-166948751-166949231","late"
"21032","chr1-167003118-167004335","late"
"21033","chr1-169113572-169114023","late"
"21034","chr1-169312020-169312526","late"
"21035","chr1-169527540-169528312","late"
"21036","chr1-169781031-169781740","late"
"21037","chr1-170067167-170067769","late"
"21038","chr1-171355648-171356031","late"
"21039","chr1-171438444-171438816","late"
"21040","chr1-171472111-171472793","late"
"21041","chr1-176517304-176517880","late"
"21042","chr1-178060852-178061529","late"
"21043","chr1-178530012-178530670","late"
"21044","chr1-179142828-179143253","late"
"21045","chr1-180530476-180531024","late"
"21046","chr1-181044263-181044971","late"
"21047","chr1-183185584-183186521","late"
"21048","chr1-183191838-183192037","late"
"21049","chr1-183234286-183235586","late"
"21050","chr1-183317950-183319175","late"
"21051","chr1-183568304-183568885","late"
"21052","chr1-183609245-183609671","late"
"21053","chr1-184838258-184838990","late"
"21054","chr1-184973419-184974785","late"
"21055","chr1-185016665-185017833","late"
"21056","chr1-200898331-200898536","late"
"21057","chr1-201403989-201404360","late"
"21058","chr1-202105551-202106135","late"
"21059","chr1-202118441-202119399","late"
"21060","chr1-202154575-202155705","late"
"21061","chr1-202505131-202505788","late"
"21062","chr1-202588908-202589689","late"
"21063","chr1-202599734-202600625","late"
"21064","chr1-203135501-203136657","late"
"21065","chr1-204065057-204065758","late"
"21066","chr1-205175309-205175876","late"
"21067","chr1-205293838-205294928","late"
"21068","chr1-205449244-205450793","late"
"21069","chr1-205505790-205506177","late"
"21070","chr1-205511966-205512734","late"
"21071","chr1-205581977-205583173","late"
"21072","chr1-205601218-205601822","late"
"21073","chr1-205610042-205610301","late"
"21074","chr1-205669605-205670197","late"
"21075","chr1-205961205-205961783","late"
"21076","chr1-205961947-205962473","late"
"21077","chr1-205983815-205984496","late"
"21078","chr1-206048431-206048986","late"
"21079","chr1-206469421-206469804","late"
"21080","chr1-206890097-206891144","late"
"21081","chr1-206941867-206942438","late"
"21082","chr1-207009269-207009801","late"
"21083","chr1-207027140-207027804","late"
"21084","chr1-207032404-207033080","late"
"21085","chr1-207035021-207035244","late"
"21086","chr1-208107563-208108482","late"
"21087","chr1-208235936-208236522","late"
"21088","chr1-209895644-209896258","late"
"21089","chr1-210222147-210223714","late"
"21090","chr1-210445131-210445813","late"
"21091","chr1-211371395-211372049","late"
"21092","chr1-211632649-211633718","late"
"21093","chr1-211916508-211916849","late"
"21094","chr1-212484851-212485154","late"
"21095","chr1-212485451-212486800","late"
"21096","chr1-212636428-212637083","late"
"21097","chr1-212667070-212668087","late"
"21098","chr1-212752281-212753220","late"
"21099","chr1-214453200-214453488","late"
"21100","chr1-214581825-214582773","late"
"21101","chr1-215631191-215631846","late"
"21102","chr1-216722756-216723894","late"
"21103","chr1-217660291-217660697","late"
"21104","chr1-218439107-218440027","late"
"21105","chr1-218475283-218475533","late"
"21106","chr1-220300193-220301038","late"
"21107","chr1-220337054-220337704","late"
"21108","chr1-221708932-221709352","late"
"21109","chr1-221712215-221713435","late"
"21110","chr1-221715359-221715725","late"
"21111","chr1-221718353-221719006","late"
"21112","chr1-221724933-221725298","late"
"21113","chr1-221725794-221726613","late"
"21114","chr1-221775158-221775455","late"
"21115","chr1-221793108-221794651","late"
"21116","chr1-221829166-221830012","late"
"21117","chr1-221839354-221841130","late"
"21118","chr1-221845745-221846344","late"
"21119","chr1-221886815-221887524","late"
"21120","chr1-223706267-223708195","late"
"21121","chr1-223730875-223731869","late"
"21122","chr1-223886550-223886976","late"
"21123","chr1-223887686-223888665","late"
"21124","chr1-224497504-224498975","late"
"21125","chr1-225449274-225449595","late"
"21126","chr1-225454445-225455159","late"
"21127","chr1-225691228-225691723","late"
"21128","chr1-225896913-225898782","late"
"21129","chr1-229224494-229224741","late"
"21130","chr1-230083873-230084974","late"
"21131","chr1-230104402-230106500","late"
"21132","chr1-230459414-230459819","late"
"21133","chr1-230507732-230508366","late"
"21134","chr1-230866166-230866669","late"
"21135","chr1-231395082-231396084","late"
"21136","chr1-233242757-233243300","late"
"21137","chr1-233707193-233708133","late"
"21138","chr1-233909039-233909500","late"
"21139","chr1-234213820-234215700","late"
"21140","chr1-234495052-234495695","late"
"21141","chr1-234498546-234500544","late"
"21142","chr1-234500976-234501332","late"
"21143","chr1-234509458-234510187","late"
"21144","chr1-234515308-234516148","late"
"21145","chr1-234564381-234565048","late"
"21146","chr1-235069516-235070557","late"
"21147","chr1-236685955-236687117","late"
"21148","chr1-243842974-243843506","late"
"21149","chr1-244091876-244093165","late"
"21150","chr1-244302885-244304639","late"
"21151","chr1-244341473-244342211","late"
"21152","chr1-245177138-245177580","late"
"21153","chr1-245179420-245181280","late"
"21154","chr1-245409412-245410077","late"
"21155","chr1-246608542-246609473","late"
"21156","chr1-246609579-246609865","late"
"21157","chr2-1556776-1557111","late"
"21158","chr2-1652499-1653723","late"
"21159","chr2-1656717-1657645","late"
"21160","chr2-1720475-1722156","late"
"21161","chr2-1740100-1740328","late"
"21162","chr2-1750709-1752250","late"
"21163","chr2-6877273-6878192","late"
"21164","chr2-9594496-9595156","late"
"21165","chr2-9607640-9608856","late"
"21166","chr2-9675247-9676061","late"
"21167","chr2-9702692-9704045","late"
"21168","chr2-9752452-9753580","late"
"21169","chr2-9819909-9820470","late"
"21170","chr2-11391408-11392004","late"
"21171","chr2-11584018-11584533","late"
"21172","chr2-15169305-15170511","late"
"21173","chr2-19933060-19934008","late"
"21174","chr2-20212109-20213610","late"
"21175","chr2-20231139-20233265","late"
"21176","chr2-20523100-20523359","late"
"21177","chr2-20577321-20579720","late"
"21178","chr2-23241623-23242242","late"
"21179","chr2-24482251-24483087","late"
"21180","chr2-27041325-27042622","late"
"21181","chr2-27721319-27721744","late"
"21182","chr2-27798511-27799600","late"
"21183","chr2-27806075-27807152","late"
"21184","chr2-27857471-27857805","late"
"21185","chr2-28137169-28137602","late"
"21186","chr2-28233046-28233842","late"
"21187","chr2-28269000-28269650","late"
"21188","chr2-28276063-28276495","late"
"21189","chr2-28280248-28281267","late"
"21190","chr2-28445431-28446210","late"
"21191","chr2-28449306-28450242","late"
"21192","chr2-28507868-28508866","late"
"21193","chr2-28610422-28611440","late"
"21194","chr2-28612873-28613511","late"
"21195","chr2-28624581-28625775","late"
"21196","chr2-28642971-28643694","late"
"21197","chr2-28680690-28681564","late"
"21198","chr2-32976682-32977683","late"
"21199","chr2-36373140-36373496","late"
"21200","chr2-36438387-36438921","late"
"21201","chr2-36478223-36478740","late"
"21202","chr2-36561273-36561893","late"
"21203","chr2-37189650-37190123","late"
"21204","chr2-38074767-38077460","late"
"21205","chr2-38421233-38422004","late"
"21206","chr2-41930711-41931307","late"
"21207","chr2-42071807-42073101","late"
"21208","chr2-42896502-42897605","late"
"21209","chr2-43300489-43302085","late"
"21210","chr2-43634657-43635005","late"
"21211","chr2-43737291-43737748","late"
"21212","chr2-46490273-46491123","late"
"21213","chr2-46521007-46521738","late"
"21214","chr2-47033777-47035524","late"
"21215","chr2-47076198-47077180","late"
"21216","chr2-47339796-47340445","late"
"21217","chr2-47558264-47559348","late"
"21218","chr2-47723749-47725032","late"
"21219","chr2-54531554-54531936","late"
"21220","chr2-54533006-54533457","late"
"21221","chr2-54634496-54635491","late"
"21222","chr2-55364186-55364537","late"
"21223","chr2-55779385-55780019","late"
"21224","chr2-55885228-55886084","late"
"21225","chr2-55958014-55958708","late"
"21226","chr2-60554984-60555966","late"
"21227","chr2-63790887-63791204","late"
"21228","chr2-64276201-64277707","late"
"21229","chr2-64591120-64591635","late"
"21230","chr2-64699574-64700134","late"
"21231","chr2-64700237-64700436","late"
"21232","chr2-64837804-64839302","late"
"21233","chr2-65070130-65070751","late"
"21234","chr2-65366507-65366887","late"
"21235","chr2-65377490-65378072","late"
"21236","chr2-65382720-65383301","late"
"21237","chr2-68907715-68908977","late"
"21238","chr2-70115516-70116617","late"
"21239","chr2-70328829-70329947","late"
"21240","chr2-70541341-70542032","late"
"21241","chr2-70569864-70570571","late"
"21242","chr2-72895559-72896276","late"
"21243","chr2-72931269-72931738","late"
"21244","chr2-74548507-74549491","late"
"21245","chr2-84919015-84920533","late"
"21246","chr2-84924089-84924495","late"
